condition_id,provider,model,tier,theorem_id,theorem_name,question_id,sample,verdict,finish_reason,latency_s,timestamp,error
deepseek|deepseek-v4-pro|4|compiles|1,deepseek,deepseek-v4-pro,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,1,not_compiles,stop,24.35,2026-06-14T22:46:03.258540+00:00,
deepseek|deepseek-v4-pro|4|compiles|2,deepseek,deepseek-v4-pro,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,2,not_compiles,stop,20.21,2026-06-14T22:46:27.610368+00:00,
deepseek|deepseek-v4-pro|4|meaning|0,deepseek,deepseek-v4-pro,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,0,,stop,18.77,2026-06-14T22:46:28.841216+00:00,
deepseek|deepseek-v4-pro|4|meaning|1,deepseek,deepseek-v4-pro,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,1,,stop,12.71,2026-06-14T22:46:47.614001+00:00,
deepseek|deepseek-v4-pro|4|meaning|2,deepseek,deepseek-v4-pro,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,2,,stop,55.75,2026-06-14T22:46:47.824280+00:00,
deepseek|deepseek-v4-pro|5|compiles|0,deepseek,deepseek-v4-pro,frontier,5,Riemann_hypothesis_in_closure_of_not_not,compiles,0,not_compiles,stop,32.36,2026-06-14T22:46:58.972023+00:00,
deepseek|deepseek-v4-pro|5|compiles|1,deepseek,deepseek-v4-pro,frontier,5,Riemann_hypothesis_in_closure_of_not_not,compiles,1,not_compiles,stop,26.98,2026-06-14T22:47:00.323239+00:00,
deepseek|deepseek-v4-pro|5|compiles|2,deepseek,deepseek-v4-pro,frontier,5,Riemann_hypothesis_in_closure_of_not_not,compiles,2,not_compiles,stop,45.87,2026-06-14T22:47:27.299896+00:00,
deepseek|deepseek-v4-pro|5|meaning|0,deepseek,deepseek-v4-pro,frontier,5,Riemann_hypothesis_in_closure_of_not_not,meaning,0,,stop,20.89,2026-06-14T22:47:31.330761+00:00,
deepseek|deepseek-v4-pro|5|meaning|1,deepseek,deepseek-v4-pro,frontier,5,Riemann_hypothesis_in_closure_of_not_not,meaning,1,,stop,22.91,2026-06-14T22:47:43.574671+00:00,
deepseek|deepseek-v4-pro|5|meaning|2,deepseek,deepseek-v4-pro,frontier,5,Riemann_hypothesis_in_closure_of_not_not,meaning,2,,stop,23.77,2026-06-14T22:47:52.223069+00:00,
deepseek|deepseek-v4-pro|6|compiles|0,deepseek,deepseek-v4-pro,frontier,6,TFAE_7_binary,compiles,0,not_compiles,stop,10.73,2026-06-14T22:47:54.164445+00:00,
deepseek|deepseek-v4-pro|6|compiles|1,deepseek,deepseek-v4-pro,frontier,6,TFAE_7_binary,compiles,1,not_compiles,stop,13.02,2026-06-14T22:48:04.897380+00:00,
deepseek|deepseek-v4-pro|6|compiles|2,deepseek,deepseek-v4-pro,frontier,6,TFAE_7_binary,compiles,2,not_compiles,stop,6.8,2026-06-14T22:48:06.488720+00:00,
deepseek|deepseek-v4-pro|6|meaning|0,deepseek,deepseek-v4-pro,frontier,6,TFAE_7_binary,meaning,0,,stop,24.37,2026-06-14T22:48:13.168380+00:00,
deepseek|deepseek-v4-pro|6|meaning|1,deepseek,deepseek-v4-pro,frontier,6,TFAE_7_binary,meaning,1,,stop,40.36,2026-06-14T22:48:13.291461+00:00,
deepseek|deepseek-v4-pro|6|meaning|2,deepseek,deepseek-v4-pro,frontier,6,TFAE_7_binary,meaning,2,,stop,13.37,2026-06-14T22:48:15.991658+00:00,
deepseek|deepseek-v4-pro|7|compiles|0,deepseek,deepseek-v4-pro,frontier,7,not_dot_not_det_or_and_not_det_and,compiles,0,not_compiles,stop,18.17,2026-06-14T22:48:17.921003+00:00,
deepseek|deepseek-v4-pro|7|compiles|1,deepseek,deepseek-v4-pro,frontier,7,not_dot_not_det_or_and_not_det_and,compiles,1,not_compiles,stop,20.11,2026-06-14T22:48:29.357369+00:00,
deepseek|deepseek-v4-pro|7|compiles|2,deepseek,deepseek-v4-pro,frontier,7,not_dot_not_det_or_and_not_det_and,compiles,2,not_compiles,stop,11.39,2026-06-14T22:48:36.093071+00:00,
deepseek|deepseek-v4-pro|7|meaning|0,deepseek,deepseek-v4-pro,frontier,7,not_dot_not_det_or_and_not_det_and,meaning,0,,stop,32.93,2026-06-14T22:48:37.536691+00:00,
deepseek|deepseek-v4-pro|7|meaning|1,deepseek,deepseek-v4-pro,frontier,7,not_dot_not_det_or_and_not_det_and,meaning,1,,stop,34.96,2026-06-14T22:48:47.482451+00:00,
deepseek|deepseek-v4-pro|7|meaning|2,deepseek,deepseek-v4-pro,frontier,7,not_dot_not_det_or_and_not_det_and,meaning,2,,stop,83.3,2026-06-14T22:48:49.470505+00:00,
deepseek|deepseek-v4-pro|8|compiles|0,deepseek,deepseek-v4-pro,frontier,8,Exists_GrpCat_nonmeasurable,compiles,0,not_compiles,stop,26.93,2026-06-14T22:48:53.652838+00:00,
deepseek|deepseek-v4-pro|8|compiles|1,deepseek,deepseek-v4-pro,frontier,8,Exists_GrpCat_nonmeasurable,compiles,1,not_compiles,stop,29.26,2026-06-14T22:49:10.466827+00:00,
deepseek|deepseek-v4-pro|8|compiles|2,deepseek,deepseek-v4-pro,frontier,8,Exists_GrpCat_nonmeasurable,compiles,2,not_compiles,stop,48.34,2026-06-14T22:49:20.580758+00:00,
deepseek|deepseek-v4-pro|8|meaning|0,deepseek,deepseek-v4-pro,frontier,8,Exists_GrpCat_nonmeasurable,meaning,0,,stop,25.98,2026-06-14T22:49:22.441870+00:00,
deepseek|deepseek-v4-pro|8|meaning|1,deepseek,deepseek-v4-pro,frontier,8,Exists_GrpCat_nonmeasurable,meaning,1,,stop,33.89,2026-06-14T22:49:39.725072+00:00,
deepseek|deepseek-v4-pro|8|meaning|2,deepseek,deepseek-v4-pro,frontier,8,Exists_GrpCat_nonmeasurable,meaning,2,,stop,21.08,2026-06-14T22:49:48.422214+00:00,
deepseek|deepseek-v4-pro|9|compiles|0,deepseek,deepseek-v4-pro,frontier,9,riemannZeta_one',compiles,0,not_compiles,stop,42.84,2026-06-14T22:50:08.925031+00:00,
deepseek|deepseek-v4-pro|9|compiles|1,deepseek,deepseek-v4-pro,frontier,9,riemannZeta_one',compiles,1,not_compiles,stop,42.46,2026-06-14T22:50:09.502800+00:00,
deepseek|deepseek-v4-pro|9|compiles|2,deepseek,deepseek-v4-pro,frontier,9,riemannZeta_one',compiles,2,not_compiles,stop,39.59,2026-06-14T22:50:12.769016+00:00,
deepseek|deepseek-v4-pro|9|meaning|0,deepseek,deepseek-v4-pro,frontier,9,riemannZeta_one',meaning,0,,stop,116.94,2026-06-14T22:50:13.614910+00:00,
deepseek|deepseek-v4-pro|9|meaning|1,deepseek,deepseek-v4-pro,frontier,9,riemannZeta_one',meaning,1,,stop,97.73,2026-06-14T22:50:51.760788+00:00,
deepseek|deepseek-v4-pro|9|meaning|2,deepseek,deepseek-v4-pro,frontier,9,riemannZeta_one',meaning,2,,stop,122.93,2026-06-14T22:50:51.967008+00:00,
openai|gpt-4o|10.5|compiles|0,openai,gpt-4o,legacy,10.5,first_prime_gt_3_even_minus4_is_0,compiles,0,not_compiles,stop,7.19,2026-06-14T23:44:09.092183+00:00,
openai|gpt-4o|10.5|compiles|1,openai,gpt-4o,legacy,10.5,first_prime_gt_3_even_minus4_is_0,compiles,1,not_compiles,stop,4.03,2026-06-14T23:44:10.684083+00:00,
openai|gpt-4o|10.5|compiles|2,openai,gpt-4o,legacy,10.5,first_prime_gt_3_even_minus4_is_0,compiles,2,not_compiles,stop,6.19,2026-06-14T23:44:10.942023+00:00,
openai|gpt-4o|10.5|meaning|0,openai,gpt-4o,legacy,10.5,first_prime_gt_3_even_minus4_is_0,meaning,0,,stop,8.14,2026-06-14T23:44:12.488059+00:00,
openai|gpt-4o|10.5|meaning|1,openai,gpt-4o,legacy,10.5,first_prime_gt_3_even_minus4_is_0,meaning,1,,stop,3.78,2026-06-14T23:44:14.714566+00:00,
openai|gpt-4o|10.5|meaning|2,openai,gpt-4o,legacy,10.5,first_prime_gt_3_even_minus4_is_0,meaning,2,,stop,4.6,2026-06-14T23:44:16.286006+00:00,
openai|gpt-4o|10|compiles|0,openai,gpt-4o,legacy,10,two_minus_three_eq_infty,compiles,0,not_compiles,stop,4.47,2026-06-14T23:44:01.718917+00:00,
openai|gpt-4o|10|compiles|1,openai,gpt-4o,legacy,10,two_minus_three_eq_infty,compiles,1,compiles,stop,6.0,2026-06-14T23:44:02.646937+00:00,
openai|gpt-4o|10|compiles|2,openai,gpt-4o,legacy,10,two_minus_three_eq_infty,compiles,2,compiles,stop,5.65,2026-06-14T23:44:05.293971+00:00,
openai|gpt-4o|10|meaning|0,openai,gpt-4o,legacy,10,two_minus_three_eq_infty,meaning,0,,stop,4.66,2026-06-14T23:44:06.019674+00:00,
openai|gpt-4o|10|meaning|1,openai,gpt-4o,legacy,10,two_minus_three_eq_infty,meaning,1,,stop,2.9,2026-06-14T23:44:06.193349+00:00,
openai|gpt-4o|10|meaning|2,openai,gpt-4o,legacy,10,two_minus_three_eq_infty,meaning,2,,stop,3.85,2026-06-14T23:44:08.642730+00:00,
openai|gpt-4o|11|compiles|0,openai,gpt-4o,legacy,11,unique_proofs,compiles,0,not_compiles,stop,5.23,2026-06-14T23:44:17.129344+00:00,
openai|gpt-4o|11|compiles|1,openai,gpt-4o,legacy,11,unique_proofs,compiles,1,not_compiles,stop,6.0,2026-06-14T23:44:18.495860+00:00,
openai|gpt-4o|11|compiles|2,openai,gpt-4o,legacy,11,unique_proofs,compiles,2,not_compiles,stop,4.79,2026-06-14T23:44:20.623949+00:00,
openai|gpt-4o|11|meaning|0,openai,gpt-4o,legacy,11,unique_proofs,meaning,0,,stop,6.82,2026-06-14T23:44:20.885970+00:00,
openai|gpt-4o|11|meaning|1,openai,gpt-4o,legacy,11,unique_proofs,meaning,1,,stop,7.36,2026-06-14T23:44:22.357922+00:00,
openai|gpt-4o|11|meaning|2,openai,gpt-4o,legacy,11,unique_proofs,meaning,2,,stop,8.12,2026-06-14T23:44:24.493757+00:00,
openai|gpt-4o|12|compiles|0,openai,gpt-4o,legacy,12,Theorem_12.rational_polynomial_coordinates,compiles,0,not_compiles,stop,7.85,2026-06-14T23:44:25.413735+00:00,
openai|gpt-4o|12|compiles|1,openai,gpt-4o,legacy,12,Theorem_12.rational_polynomial_coordinates,compiles,1,not_compiles,stop,10.42,2026-06-14T23:44:27.710948+00:00,
openai|gpt-4o|12|compiles|2,openai,gpt-4o,legacy,12,Theorem_12.rational_polynomial_coordinates,compiles,2,not_compiles,stop,5.39,2026-06-14T23:44:29.714418+00:00,
openai|gpt-4o|12|meaning|0,openai,gpt-4o,legacy,12,Theorem_12.rational_polynomial_coordinates,meaning,0,,stop,8.15,2026-06-14T23:44:32.614332+00:00,
openai|gpt-4o|12|meaning|1,openai,gpt-4o,legacy,12,Theorem_12.rational_polynomial_coordinates,meaning,1,,stop,4.12,2026-06-14T23:44:33.267215+00:00,
openai|gpt-4o|12|meaning|2,openai,gpt-4o,legacy,12,Theorem_12.rational_polynomial_coordinates,meaning,2,,stop,5.88,2026-06-14T23:44:35.099964+00:00,
openai|gpt-4o|13|compiles|0,openai,gpt-4o,legacy,13,Theorem_13.a_eq_b_eq_c,compiles,0,not_compiles,stop,6.48,2026-06-14T23:44:37.391278+00:00,
openai|gpt-4o|13|compiles|1,openai,gpt-4o,legacy,13,Theorem_13.a_eq_b_eq_c,compiles,1,not_compiles,stop,5.33,2026-06-14T23:44:38.126534+00:00,
openai|gpt-4o|13|compiles|2,openai,gpt-4o,legacy,13,Theorem_13.a_eq_b_eq_c,compiles,2,not_compiles,stop,4.67,2026-06-14T23:44:40.767130+00:00,
openai|gpt-4o|13|meaning|0,openai,gpt-4o,legacy,13,Theorem_13.a_eq_b_eq_c,meaning,0,,stop,7.11,2026-06-14T23:44:40.980678+00:00,
openai|gpt-4o|13|meaning|1,openai,gpt-4o,legacy,13,Theorem_13.a_eq_b_eq_c,meaning,1,,stop,6.12,2026-06-14T23:44:43.460302+00:00,
openai|gpt-4o|13|meaning|2,openai,gpt-4o,legacy,13,Theorem_13.a_eq_b_eq_c,meaning,2,,stop,6.55,2026-06-14T23:44:43.870462+00:00,
openai|gpt-4o|14|compiles|0,openai,gpt-4o,legacy,14,Theorem_14.overflow,compiles,0,compiles,stop,5.54,2026-06-14T23:44:45.436842+00:00,
openai|gpt-4o|14|compiles|1,openai,gpt-4o,legacy,14,Theorem_14.overflow,compiles,1,not_compiles,stop,4.77,2026-06-14T23:44:48.090449+00:00,
openai|gpt-4o|14|compiles|2,openai,gpt-4o,legacy,14,Theorem_14.overflow,compiles,2,not_compiles,stop,3.68,2026-06-14T23:44:49.582929+00:00,
openai|gpt-4o|14|meaning|0,openai,gpt-4o,legacy,14,Theorem_14.overflow,meaning,0,,stop,5.53,2026-06-14T23:44:50.423755+00:00,
openai|gpt-4o|14|meaning|1,openai,gpt-4o,legacy,14,Theorem_14.overflow,meaning,1,,stop,5.44,2026-06-14T23:44:50.976515+00:00,
openai|gpt-4o|14|meaning|2,openai,gpt-4o,legacy,14,Theorem_14.overflow,meaning,2,,stop,6.49,2026-06-14T23:44:52.858629+00:00,
openai|gpt-4o|1|compiles|0,openai,gpt-4o,legacy,1,one_half_third_coord_is_bijection,compiles,0,not_compiles,stop,4.23,2026-06-14T23:42:07.990158+00:00,
openai|gpt-4o|1|compiles|1,openai,gpt-4o,legacy,1,one_half_third_coord_is_bijection,compiles,1,not_compiles,stop,4.5,2026-06-14T23:42:12.215498+00:00,
openai|gpt-4o|1|compiles|2,openai,gpt-4o,legacy,1,one_half_third_coord_is_bijection,compiles,2,not_compiles,stop,4.09,2026-06-14T23:42:16.717750+00:00,
openai|gpt-4o|1|meaning|0,openai,gpt-4o,legacy,1,one_half_third_coord_is_bijection,meaning,0,,stop,3.8,2026-06-14T23:42:20.807635+00:00,
openai|gpt-4o|1|meaning|1,openai,gpt-4o,legacy,1,one_half_third_coord_is_bijection,meaning,1,,stop,4.09,2026-06-14T23:42:24.605212+00:00,
openai|gpt-4o|1|meaning|2,openai,gpt-4o,legacy,1,one_half_third_coord_is_bijection,meaning,2,,stop,5.73,2026-06-14T23:42:28.700079+00:00,
openai|gpt-4o|2|compiles|0,openai,gpt-4o,legacy,2,polynomial_factorization_30,compiles,0,not_compiles,stop,4.2,2026-06-14T23:42:34.435178+00:00,
openai|gpt-4o|2|compiles|1,openai,gpt-4o,legacy,2,polynomial_factorization_30,compiles,1,not_compiles,stop,6.4,2026-06-14T23:42:38.633911+00:00,
openai|gpt-4o|2|compiles|2,openai,gpt-4o,legacy,2,polynomial_factorization_30,compiles,2,not_compiles,stop,5.1,2026-06-14T23:42:39.453377+00:00,
openai|gpt-4o|2|meaning|0,openai,gpt-4o,legacy,2,polynomial_factorization_30,meaning,0,,stop,3.81,2026-06-14T23:42:43.754924+00:00,
openai|gpt-4o|2|meaning|1,openai,gpt-4o,legacy,2,polynomial_factorization_30,meaning,1,,stop,7.53,2026-06-14T23:42:44.552333+00:00,
openai|gpt-4o|2|meaning|2,openai,gpt-4o,legacy,2,polynomial_factorization_30,meaning,2,,stop,4.25,2026-06-14T23:42:45.029781+00:00,
openai|gpt-4o|3|compiles|0,openai,gpt-4o,legacy,3,polynomials_within_polynomials,compiles,0,not_compiles,stop,7.35,2026-06-14T23:42:47.569972+00:00,
openai|gpt-4o|3|compiles|1,openai,gpt-4o,legacy,3,polynomials_within_polynomials,compiles,1,not_compiles,stop,6.01,2026-06-14T23:42:49.283205+00:00,
openai|gpt-4o|3|compiles|2,openai,gpt-4o,legacy,3,polynomials_within_polynomials,compiles,2,compiles,stop,5.04,2026-06-14T23:42:52.079707+00:00,
openai|gpt-4o|3|meaning|0,openai,gpt-4o,legacy,3,polynomials_within_polynomials,meaning,0,,stop,4.81,2026-06-14T23:42:54.916751+00:00,
openai|gpt-4o|3|meaning|1,openai,gpt-4o,legacy,3,polynomials_within_polynomials,meaning,1,,stop,4.57,2026-06-14T23:42:55.291028+00:00,
openai|gpt-4o|3|meaning|2,openai,gpt-4o,legacy,3,polynomials_within_polynomials,meaning,2,,stop,5.27,2026-06-14T23:42:57.120296+00:00,
openai|gpt-4o|4|compiles|0,openai,gpt-4o,legacy,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,0,not_compiles,stop,4.82,2026-06-14T23:42:59.727504+00:00,
openai|gpt-4o|4|compiles|1,openai,gpt-4o,legacy,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,1,not_compiles,stop,5.09,2026-06-14T23:42:59.861855+00:00,
openai|gpt-4o|4|compiles|2,openai,gpt-4o,legacy,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,2,not_compiles,stop,4.13,2026-06-14T23:43:02.392461+00:00,
openai|gpt-4o|4|meaning|0,openai,gpt-4o,legacy,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,0,,stop,4.57,2026-06-14T23:43:04.545409+00:00,
openai|gpt-4o|4|meaning|1,openai,gpt-4o,legacy,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,1,,stop,5.38,2026-06-14T23:43:04.953520+00:00,
openai|gpt-4o|4|meaning|2,openai,gpt-4o,legacy,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,2,,stop,5.83,2026-06-14T23:43:06.519517+00:00,
openai|gpt-4o|5|compiles|0,openai,gpt-4o,legacy,5,Riemann_hypothesis_in_closure_of_not_not,compiles,0,not_compiles,stop,4.6,2026-06-14T23:43:09.119688+00:00,
openai|gpt-4o|5|compiles|1,openai,gpt-4o,legacy,5,Riemann_hypothesis_in_closure_of_not_not,compiles,1,not_compiles,stop,5.33,2026-06-14T23:43:10.335492+00:00,
openai|gpt-4o|5|compiles|2,openai,gpt-4o,legacy,5,Riemann_hypothesis_in_closure_of_not_not,compiles,2,not_compiles,stop,6.53,2026-06-14T23:43:12.348398+00:00,
openai|gpt-4o|5|meaning|0,openai,gpt-4o,legacy,5,Riemann_hypothesis_in_closure_of_not_not,meaning,0,,stop,5.16,2026-06-14T23:43:13.718696+00:00,
openai|gpt-4o|5|meaning|1,openai,gpt-4o,legacy,5,Riemann_hypothesis_in_closure_of_not_not,meaning,1,,stop,4.27,2026-06-14T23:43:15.667949+00:00,
openai|gpt-4o|5|meaning|2,openai,gpt-4o,legacy,5,Riemann_hypothesis_in_closure_of_not_not,meaning,2,,stop,5.59,2026-06-14T23:43:18.879044+00:00,
openai|gpt-4o|6|compiles|0,openai,gpt-4o,legacy,6,TFAE_7_binary,compiles,0,not_compiles,stop,4.29,2026-06-14T23:43:18.882961+00:00,
openai|gpt-4o|6|compiles|1,openai,gpt-4o,legacy,6,TFAE_7_binary,compiles,1,not_compiles,stop,3.72,2026-06-14T23:43:19.942973+00:00,
openai|gpt-4o|6|compiles|2,openai,gpt-4o,legacy,6,TFAE_7_binary,compiles,2,not_compiles,stop,4.69,2026-06-14T23:43:21.869833+00:00,
openai|gpt-4o|6|meaning|0,openai,gpt-4o,legacy,6,TFAE_7_binary,meaning,0,,stop,4.12,2026-06-14T23:43:23.170918+00:00,
openai|gpt-4o|6|meaning|1,openai,gpt-4o,legacy,6,TFAE_7_binary,meaning,1,,stop,4.43,2026-06-14T23:43:23.658795+00:00,
openai|gpt-4o|6|meaning|2,openai,gpt-4o,legacy,6,TFAE_7_binary,meaning,2,,stop,4.96,2026-06-14T23:43:24.467056+00:00,
openai|gpt-4o|7|compiles|0,openai,gpt-4o,legacy,7,not_dot_not_det_or_and_not_det_and,compiles,0,not_compiles,stop,5.17,2026-06-14T23:43:26.564819+00:00,
openai|gpt-4o|7|compiles|1,openai,gpt-4o,legacy,7,not_dot_not_det_or_and_not_det_and,compiles,1,not_compiles,stop,4.49,2026-06-14T23:43:27.290382+00:00,
openai|gpt-4o|7|compiles|2,openai,gpt-4o,legacy,7,not_dot_not_det_or_and_not_det_and,compiles,2,not_compiles,stop,3.73,2026-06-14T23:43:28.093842+00:00,
openai|gpt-4o|7|meaning|0,openai,gpt-4o,legacy,7,not_dot_not_det_or_and_not_det_and,meaning,0,,stop,3.79,2026-06-14T23:43:29.426499+00:00,
openai|gpt-4o|7|meaning|1,openai,gpt-4o,legacy,7,not_dot_not_det_or_and_not_det_and,meaning,1,,stop,7.31,2026-06-14T23:43:31.737228+00:00,
openai|gpt-4o|7|meaning|2,openai,gpt-4o,legacy,7,not_dot_not_det_or_and_not_det_and,meaning,2,,stop,6.55,2026-06-14T23:43:31.785470+00:00,
openai|gpt-4o|8|compiles|0,openai,gpt-4o,legacy,8,Exists_GrpCat_nonmeasurable,compiles,0,not_compiles,stop,17.05,2026-06-14T23:43:31.828316+00:00,
openai|gpt-4o|8|compiles|1,openai,gpt-4o,legacy,8,Exists_GrpCat_nonmeasurable,compiles,1,not_compiles,stop,17.79,2026-06-14T23:43:33.215580+00:00,
openai|gpt-4o|8|compiles|2,openai,gpt-4o,legacy,8,Exists_GrpCat_nonmeasurable,compiles,2,compiles,stop,18.04,2026-06-14T23:43:38.333304+00:00,
openai|gpt-4o|8|meaning|0,openai,gpt-4o,legacy,8,Exists_GrpCat_nonmeasurable,meaning,0,,stop,17.25,2026-06-14T23:43:39.049716+00:00,
openai|gpt-4o|8|meaning|1,openai,gpt-4o,legacy,8,Exists_GrpCat_nonmeasurable,meaning,1,,stop,9.52,2026-06-14T23:43:48.881104+00:00,
openai|gpt-4o|8|meaning|2,openai,gpt-4o,legacy,8,Exists_GrpCat_nonmeasurable,meaning,2,,stop,8.06,2026-06-14T23:43:51.009908+00:00,
openai|gpt-4o|9|compiles|0,openai,gpt-4o,legacy,9,riemannZeta_one',compiles,0,compiles,stop,5.01,2026-06-14T23:43:56.299273+00:00,
openai|gpt-4o|9|compiles|1,openai,gpt-4o,legacy,9,riemannZeta_one',compiles,1,compiles,stop,4.39,2026-06-14T23:43:56.372054+00:00,
openai|gpt-4o|9|compiles|2,openai,gpt-4o,legacy,9,riemannZeta_one',compiles,2,compiles,stop,4.24,2026-06-14T23:43:58.403603+00:00,
openai|gpt-4o|9|meaning|0,openai,gpt-4o,legacy,9,riemannZeta_one',meaning,0,,stop,2.65,2026-06-14T23:43:59.071206+00:00,
openai|gpt-4o|9|meaning|1,openai,gpt-4o,legacy,9,riemannZeta_one',meaning,1,,stop,4.53,2026-06-14T23:44:00.759128+00:00,
openai|gpt-4o|9|meaning|2,openai,gpt-4o,legacy,9,riemannZeta_one',meaning,2,,stop,4.71,2026-06-14T23:44:01.312825+00:00,
openai|gpt-5.5|10.5|compiles|0,openai,gpt-5.5,frontier,10.5,first_prime_gt_3_even_minus4_is_0,compiles,0,not_compiles,stop,127.44,2026-06-14T23:28:25.381691+00:00,
openai|gpt-5.5|10.5|compiles|1,openai,gpt-5.5,frontier,10.5,first_prime_gt_3_even_minus4_is_0,compiles,1,compiles,stop,186.01,2026-06-14T23:28:26.192237+00:00,
openai|gpt-5.5|10.5|compiles|2,openai,gpt-5.5,frontier,10.5,first_prime_gt_3_even_minus4_is_0,compiles,2,compiles,stop,188.0,2026-06-14T23:28:28.462164+00:00,
openai|gpt-5.5|10.5|meaning|0,openai,gpt-5.5,frontier,10.5,first_prime_gt_3_even_minus4_is_0,meaning,0,,stop,40.26,2026-06-14T23:29:01.162125+00:00,
openai|gpt-5.5|10.5|meaning|1,openai,gpt-5.5,frontier,10.5,first_prime_gt_3_even_minus4_is_0,meaning,1,,stop,37.57,2026-06-14T23:29:41.420263+00:00,
openai|gpt-5.5|10.5|meaning|2,openai,gpt-5.5,frontier,10.5,first_prime_gt_3_even_minus4_is_0,meaning,2,,stop,26.58,2026-06-14T23:30:18.987031+00:00,
openai|gpt-5.5|10|compiles|0,openai,gpt-5.5,frontier,10,two_minus_three_eq_infty,compiles,0,compiles,stop,104.27,2026-06-14T23:27:16.893888+00:00,
openai|gpt-5.5|10|compiles|1,openai,gpt-5.5,frontier,10,two_minus_three_eq_infty,compiles,1,compiles,stop,68.47,2026-06-14T23:27:16.909493+00:00,
openai|gpt-5.5|10|compiles|2,openai,gpt-5.5,frontier,10,two_minus_three_eq_infty,compiles,2,compiles,stop,70.6,2026-06-14T23:27:17.861340+00:00,
openai|gpt-5.5|10|meaning|0,openai,gpt-5.5,frontier,10,two_minus_three_eq_infty,meaning,0,,stop,15.77,2026-06-14T23:27:41.019745+00:00,
openai|gpt-5.5|10|meaning|1,openai,gpt-5.5,frontier,10,two_minus_three_eq_infty,meaning,1,,stop,14.84,2026-06-14T23:27:56.788775+00:00,
openai|gpt-5.5|10|meaning|2,openai,gpt-5.5,frontier,10,two_minus_three_eq_infty,meaning,2,,stop,14.56,2026-06-14T23:28:11.627327+00:00,
openai|gpt-5.5|11|compiles|0,openai,gpt-5.5,frontier,11,unique_proofs,compiles,0,compiles,stop,305.5,2026-06-14T23:30:32.823192+00:00,
openai|gpt-5.5|11|compiles|1,openai,gpt-5.5,frontier,11,unique_proofs,compiles,1,compiles,stop,324.36,2026-06-14T23:30:45.568350+00:00,
openai|gpt-5.5|11|compiles|2,openai,gpt-5.5,frontier,11,unique_proofs,compiles,2,not_compiles,stop,248.68,2026-06-14T23:31:32.206818+00:00,
openai|gpt-5.5|11|meaning|0,openai,gpt-5.5,frontier,11,unique_proofs,meaning,0,,stop,23.39,2026-06-14T23:31:36.466225+00:00,
openai|gpt-5.5|11|meaning|1,openai,gpt-5.5,frontier,11,unique_proofs,meaning,1,,stop,45.51,2026-06-14T23:31:59.855445+00:00,
openai|gpt-5.5|11|meaning|2,openai,gpt-5.5,frontier,11,unique_proofs,meaning,2,,stop,35.08,2026-06-14T23:32:45.365840+00:00,
openai|gpt-5.5|12|compiles|0,openai,gpt-5.5,frontier,12,Theorem_12.rational_polynomial_coordinates,compiles,0,not_compiles,stop,190.46,2026-06-14T23:33:20.444001+00:00,
openai|gpt-5.5|12|compiles|1,openai,gpt-5.5,frontier,12,Theorem_12.rational_polynomial_coordinates,compiles,1,not_compiles,stop,107.82,2026-06-14T23:35:38.322502+00:00,
openai|gpt-5.5|12|compiles|2,openai,gpt-5.5,frontier,12,Theorem_12.rational_polynomial_coordinates,compiles,2,not_compiles,stop,49.66,2026-06-14T23:35:40.885005+00:00,
openai|gpt-5.5|12|meaning|0,openai,gpt-5.5,frontier,12,Theorem_12.rational_polynomial_coordinates,meaning,0,,stop,38.59,2026-06-14T23:36:09.930466+00:00,
openai|gpt-5.5|12|meaning|1,openai,gpt-5.5,frontier,12,Theorem_12.rational_polynomial_coordinates,meaning,1,,stop,26.48,2026-06-14T23:36:30.540849+00:00,
openai|gpt-5.5|12|meaning|2,openai,gpt-5.5,frontier,12,Theorem_12.rational_polynomial_coordinates,meaning,2,,stop,26.82,2026-06-14T23:36:30.908728+00:00,
openai|gpt-5.5|13|compiles|0,openai,gpt-5.5,frontier,13,Theorem_13.a_eq_b_eq_c,compiles,0,compiles,stop,279.14,2026-06-14T23:36:48.523759+00:00,
openai|gpt-5.5|13|compiles|1,openai,gpt-5.5,frontier,13,Theorem_13.a_eq_b_eq_c,compiles,1,not_compiles,stop,82.84,2026-06-14T23:36:57.023613+00:00,
openai|gpt-5.5|13|compiles|2,openai,gpt-5.5,frontier,13,Theorem_13.a_eq_b_eq_c,compiles,2,not_compiles,stop,137.76,2026-06-14T23:36:57.726143+00:00,
openai|gpt-5.5|13|meaning|0,openai,gpt-5.5,frontier,13,Theorem_13.a_eq_b_eq_c,meaning,0,,stop,23.31,2026-06-14T23:37:26.141849+00:00,
